token,n,logprob_0
brusque,8,-12.972735122646352
abi,15,-12.344126463223978
pcp,7,-13.106266515270875
capt,10,-12.749591571332141
upshot,7,-13.106266515270875
kandahar,7,-13.106266515270875
lacroix,6,-13.260417195098132
depo,9,-12.854952086989968
waldorf,48,-11.180975653418297
huma,10,-12.749591571332141
avenger,22,-11.961134210967872
sanderson,11,-12.654281391527817
niko,7,-13.106266515270875
bischoff,6,-13.260417195098132
irrelevancy,8,-12.972735122646352
sth,7,-13.106266515270875
papyrus,6,-13.260417195098132
clar,6,-13.260417195098132
wisconsins,6,-13.260417195098132
wsc,7,-13.106266515270875
drubbing,6,-13.260417195098132
brokered,12,-12.567270014538186
subjunctive,11,-12.654281391527817
tsuki,11,-12.654281391527817
technologically,7,-13.106266515270875
cfds,14,-12.41311933471093
curently,7,-13.106266515270875
palatal,10,-12.749591571332141
oc,26,-11.794080126304705
gn,6,-13.260417195098132
palatalization,7,-13.106266515270875
handball,10,-12.749591571332141
thes,11,-12.654281391527817
woking,7,-13.106266515270875
pickett,6,-13.260417195098132
konami,6,-13.260417195098132
chucky,6,-13.260417195098132
vaishnavism,9,-12.854952086989968
pune,14,-12.41311933471093
demonym,9,-12.854952086989968
optometrist,7,-13.106266515270875
pedagogy,7,-13.106266515270875
formative,9,-12.854952086989968
televison,8,-12.972735122646352
bartholomew,7,-13.106266515270875
ohl,8,-12.972735122646352
nepalese,19,-12.107737685159748
bhutan,18,-12.161804906430023
bhutanese,6,-13.260417195098132
unhcr,7,-13.106266515270875
turkified,6,-13.260417195098132
regulator,17,-12.218963320269971
poughkeepsie,8,-12.972735122646352
ome,6,-13.260417195098132
giulio,9,-12.854952086989968
einaudi,7,-13.106266515270875
herati,6,-13.260417195098132
goering,6,-13.260417195098132
frankness,6,-13.260417195098132
erich,11,-12.654281391527817
barnabas,6,-13.260417195098132
irredentist,13,-12.48722730686465
californias,6,-13.260417195098132
tagores,7,-13.106266515270875
warmly,13,-12.48722730686465
lena,18,-12.161804906430023
rsta,6,-13.260417195098132
pristina,6,-13.260417195098132
perfectionist,6,-13.260417195098132
hagee,12,-12.567270014538186
freelancer,18,-12.161804906430023
lucille,7,-13.106266515270875
osha,7,-13.106266515270875
barlas,9,-12.854952086989968
awk,7,-13.106266515270875
mayan,6,-13.260417195098132
vacate,20,-12.056444390772196
retake,17,-12.218963320269971
duane,9,-12.854952086989968
bloodless,9,-12.854952086989968
adoptme,8,-12.972735122646352
walden,6,-13.260417195098132
antiquewhite,7,-13.106266515270875
complementary,23,-11.916682448397038
autosomal,6,-13.260417195098132
lao,52,-11.10093294574476
paxequilibrium,6,-13.260417195098132
supergroup,17,-12.218963320269971
criterium,6,-13.260417195098132
vasconia,6,-13.260417195098132
raine,9,-12.854952086989968
chambrun,7,-13.106266515270875
francois,7,-13.106266515270875
quentin,6,-13.260417195098132
psoe,8,-12.972735122646352
cylon,8,-12.972735122646352
hb,12,-12.567270014538186
roadmap,7,-13.106266515270875
parkin,9,-12.854952086989968
ppe,12,-12.567270014538186
fiona,7,-13.106266515270875
millar,6,-13.260417195098132
oxbridge,8,-12.972735122646352
ieee,19,-12.107737685159748
earler,6,-13.260417195098132
fedex,6,-13.260417195098132
universals,7,-13.106266515270875
moyer,8,-12.972735122646352
mechanize,6,-13.260417195098132
sourse,7,-13.106266515270875
transcluded,116,-10.298586473219823
hals,6,-13.260417195098132
booher,6,-13.260417195098132
billiard,6,-13.260417195098132
solvent,15,-12.344126463223978
pezzi,6,-13.260417195098132
neocatechumenal,8,-12.972735122646352
homily,6,-13.260417195098132
silas,14,-12.41311933471093
precondition,7,-13.106266515270875
celtics,6,-13.260417195098132
bihari,12,-12.567270014538186
unassessed,9,-12.854952086989968
symbology,7,-13.106266515270875
turan,6,-13.260417195098132
dev920,13,-12.48722730686465
shortsightedness,6,-13.260417195098132
mantis,6,-13.260417195098132
increment,15,-12.344126463223978
aragon,23,-11.916682448397038
wikitext,7,-13.106266515270875
rishi,7,-13.106266515270875
asn,6,-13.260417195098132
shahrukh,6,-13.260417195098132
bani,14,-12.41311933471093
hyderabad,13,-12.48722730686465
acct,8,-12.972735122646352
bakasuprman,7,-13.106266515270875
sensual,10,-12.749591571332141
forlorn,6,-13.260417195098132
sassanid,13,-12.48722730686465
kedah,9,-12.854952086989968
aticles,6,-13.260417195098132
weighting,11,-12.654281391527817
contour,10,-12.749591571332141
bizarrely,12,-12.567270014538186
coroner,26,-11.794080126304705
laypeople,7,-13.106266515270875
e0e0e0,11,-12.654281391527817
recherche,7,-13.106266515270875
beresowski,6,-13.260417195098132
berezovsky,11,-12.654281391527817
wladimir,10,-12.749591571332141
rybkin,8,-12.972735122646352
litvinenko,11,-12.654281391527817
elvira,8,-12.972735122646352
calaway,7,-13.106266515270875
multicast,7,-13.106266515270875
dyson,6,-13.260417195098132
cere,10,-12.749591571332141
cogden,6,-13.260417195098132
chock,6,-13.260417195098132
maplestory,6,-13.260417195098132
wdhv,7,-13.106266515270875
eno,8,-12.972735122646352
tiraspol,7,-13.106266515270875
lorenz,7,-13.106266515270875
scharf,6,-13.260417195098132
asturias,14,-12.41311933471093
nvc,34,-11.525816139710026
ime,9,-12.854952086989968
coauthor,6,-13.260417195098132
courtly,7,-13.106266515270875
gaston,6,-13.260417195098132
neopaganism,8,-12.972735122646352
hakka,11,-12.654281391527817
codegear,6,-13.260417195098132
manoeuvre,11,-12.654281391527817
jellyfish,10,-12.749591571332141
pasadena,13,-12.48722730686465
mie,12,-12.567270014538186
vhdl,7,-13.106266515270875
yunus,7,-13.106266515270875
fussy,9,-12.854952086989968
stabilizer,7,-13.106266515270875
methanol,7,-13.106266515270875
popartpete,7,-13.106266515270875
duklja,21,-12.007654226602764
fergus,8,-12.972735122646352
predominance,6,-13.260417195098132
uphill,10,-12.749591571332141
contiguous,12,-12.567270014538186
andys,6,-13.260417195098132
giza,7,-13.106266515270875
bubblegum,6,-13.260417195098132
carla,6,-13.260417195098132
disputant,7,-13.106266515270875
spamlist,10,-12.749591571332141
brighten,14,-12.41311933471093
espresso,15,-12.344126463223978
mitanni,9,-12.854952086989968
tigran,6,-13.260417195098132
websense,7,-13.106266515270875
evelyn,6,-13.260417195098132
plausibility,9,-12.854952086989968
recomend,6,-13.260417195098132
oneal,8,-12.972735122646352
inu,7,-13.106266515270875
archont,16,-12.279587942086406
nemanji,6,-13.260417195098132
petit,13,-12.48722730686465
intermediary,8,-12.972735122646352
resistivity,6,-13.260417195098132
brookfield,6,-13.260417195098132
dzierzon,28,-11.719972154150984
hodge,8,-12.972735122646352
centrifuge,7,-13.106266515270875
ucn,9,-12.854952086989968
avec,15,-12.344126463223978
husnock,10,-12.749591571332141
predicament,6,-13.260417195098132
cuteness,10,-12.749591571332141
mukherjee,9,-12.854952086989968
chyna,6,-13.260417195098132
deprodded,6,-13.260417195098132
pwi,13,-12.48722730686465
gojnikovi,8,-12.972735122646352
tetragrammaton,11,-12.654281391527817
caselaw,6,-13.260417195098132
findlaw,9,-12.854952086989968
ncse,8,-12.972735122646352
optimality,8,-12.972735122646352
anthology,31,-11.618189459841041
scolaire,6,-13.260417195098132
fremont,13,-12.48722730686465
heidi,7,-13.106266515270875
rankin,7,-13.106266515270875
wakelin,9,-12.854952086989968
fatah,13,-12.48722730686465
sclerosis,13,-12.48722730686465
particularity,6,-13.260417195098132
idealize,6,-13.260417195098132
cofounder,9,-12.854952086989968
albinism,6,-13.260417195098132
bizarro,8,-12.972735122646352
zheng,17,-12.218963320269971
oto,7,-13.106266515270875
urartian,9,-12.854952086989968
serena,10,-12.749591571332141
inlay,6,-13.260417195098132
linga,14,-12.41311933471093
amorphous,9,-12.854952086989968
knowable,7,-13.106266515270875
formless,8,-12.972735122646352
couplet,6,-13.260417195098132
fallujah,9,-12.854952086989968
motorola,6,-13.260417195098132
paige,6,-13.260417195098132
wikiped,9,-12.854952086989968
sardar,11,-12.654281391527817
jadoon,33,-11.555669102859706
rtd,6,-13.260417195098132
nike,22,-11.961134210967872
rosemary,11,-12.654281391527817
clemson,18,-12.161804906430023
postdoctoral,8,-12.972735122646352
bactrian,7,-13.106266515270875
turco,6,-13.260417195098132
turkestan,6,-13.260417195098132
begum,6,-13.260417195098132
lehmann,6,-13.260417195098132
historiographical,7,-13.106266515270875
importer,9,-12.854952086989968
tskhinvali,12,-12.567270014538186
jb,12,-12.567270014538186
booyaka,7,-13.106266515270875
hazaras,10,-12.749591571332141
hyperlinked,13,-12.48722730686465
persianate,22,-11.961134210967872
vibrations,8,-12.972735122646352
auxiliary,25,-11.833300839457987
lans,9,-12.854952086989968
wry,6,-13.260417195098132
owu,7,-13.106266515270875
ccc,11,-12.654281391527817
environmentalism,6,-13.260417195098132
hafen,8,-12.972735122646352
bionic,6,-13.260417195098132
intercity,9,-12.854952086989968
smc,6,-13.260417195098132
phuket,6,-13.260417195098132
thst,6,-13.260417195098132
underpin,12,-12.567270014538186
labourer,8,-12.972735122646352
adder,7,-13.106266515270875
chippenham,6,-13.260417195098132
langley,8,-12.972735122646352
tisdale,11,-12.654281391527817
dabble,13,-12.48722730686465
xix,7,-13.106266515270875
elswhere,6,-13.260417195098132
consolidate,18,-12.161804906430023
btselem,9,-12.854952086989968
sondra,10,-12.749591571332141
amiga,17,-12.218963320269971
orangutan,7,-13.106266515270875
kingship,6,-13.260417195098132
medici,6,-13.260417195098132
petr,7,-13.106266515270875
yukon,11,-12.654281391527817
squamish,10,-12.749591571332141
typographic,7,-13.106266515270875
oclc,14,-12.41311933471093
connie,14,-12.41311933471093
py,19,-12.107737685159748
xfd,15,-12.344126463223978
snowfall,6,-13.260417195098132
iwp,8,-12.972735122646352
kabuki,8,-12.972735122646352
rafe,11,-12.654281391527817
fiennes,6,-13.260417195098132
gillie,7,-13.106266515270875
favres,6,-13.260417195098132
antipsychotics,6,-13.260417195098132
graveyard,9,-12.854952086989968
helens,12,-12.567270014538186
exegete,6,-13.260417195098132
dmca,7,-13.106266515270875
jsmith,7,-13.106266515270875
spoke,6,-13.260417195098132
alchemy,6,-13.260417195098132
procedurally,10,-12.749591571332141
polytheistic,6,-13.260417195098132
qjhl,10,-12.749591571332141
qmjhl,7,-13.106266515270875
verdun,8,-12.972735122646352
nkt,6,-13.260417195098132
e1,7,-13.106266515270875
hh,9,-12.854952086989968
shugden,6,-13.260417195098132
bumblebee,6,-13.260417195098132
evangelist,9,-12.854952086989968
momentous,8,-12.972735122646352
scorpio,12,-12.567270014538186
coursework,8,-12.972735122646352
ayurveda,12,-12.567270014538186
lemonade,8,-12.972735122646352
tse,7,-13.106266515270875
tkd,21,-12.007654226602764
subak,8,-12.972735122646352
deconstruct,6,-13.260417195098132
chosun,26,-11.794080126304705
formalization,7,-13.106266515270875
lightgrey,151,-10.034896827511263
familier,6,-13.260417195098132
editcount,9,-12.854952086989968
veda,16,-12.279587942086406
rigveda,15,-12.344126463223978
yajurveda,14,-12.41311933471093
festive,6,-13.260417195098132
warmth,13,-12.48722730686465
academician,7,-13.106266515270875
kohl,10,-12.749591571332141
transcaucasia,6,-13.260417195098132
essentialist,7,-13.106266515270875
misprint,8,-12.972735122646352
boleslaw,10,-12.749591571332141
niv,9,-12.854952086989968
concordance,7,-13.106266515270875
nfc,23,-11.916682448397038
deque,6,-13.260417195098132
kapoors,8,-12.972735122646352
bambi,9,-12.854952086989968
nigel,15,-12.344126463223978
agit,6,-13.260417195098132
demonyita,6,-13.260417195098132
ste,8,-12.972735122646352
biog,13,-12.48722730686465
zcmi,8,-12.972735122646352
jjl,6,-13.260417195098132
develope,7,-13.106266515270875
advisement,10,-12.749591571332141
uks,24,-11.874122833978241
masculinism,9,-12.854952086989968
masculism,6,-13.260417195098132
elan,8,-12.972735122646352
sharply,8,-12.972735122646352
r1b,13,-12.48722730686465
satusuro,7,-13.106266515270875
commonist,6,-13.260417195098132
insubordination,16,-12.279587942086406
onwiki,11,-12.654281391527817
gba,6,-13.260417195098132
emulator,10,-12.749591571332141
gregorian,24,-11.874122833978241
conscientious,11,-12.654281391527817
segregationist,6,-13.260417195098132
weev,7,-13.106266515270875
vid,19,-12.107737685159748
cura,6,-13.260417195098132
eminems,10,-12.749591571332141
sengunthar,9,-12.854952086989968
webiste,6,-13.260417195098132
nach,7,-13.106266515270875
rauf,6,-13.260417195098132
ashraf,7,-13.106266515270875
borge,8,-12.972735122646352
bodhidharma,6,-13.260417195098132
banna,9,-12.854952086989968
dubios,7,-13.106266515270875
napster,9,-12.854952086989968
kolhapur,6,-13.260417195098132
mhaskoba,11,-12.654281391527817
varanasi,9,-12.854952086989968
sprot,6,-13.260417195098132
aficionado,10,-12.749591571332141
steele,22,-11.961134210967872
gnangarra,16,-12.279587942086406
zucker,6,-13.260417195098132
branden,7,-13.106266515270875
unconsciously,6,-13.260417195098132
amphibian,7,-13.106266515270875
lozenge,9,-12.854952086989968
lakh,12,-12.567270014538186
covariance,6,-13.260417195098132
ordinate,13,-12.48722730686465
irvington,10,-12.749591571332141
weibel,10,-12.749591571332141
pmid,27,-11.756339798321859
leukemia,7,-13.106266515270875
bialy,9,-12.854952086989968
dogwood,8,-12.972735122646352
critiqued,6,-13.260417195098132
hemp,10,-12.749591571332141
ibc,10,-12.749591571332141
dawoodi,18,-12.161804906430023
ohios,8,-12.972735122646352
welcomebotresearch,14,-12.41311933471093
timeshifters,6,-13.260417195098132
timeshifter,6,-13.260417195098132
installment,9,-12.854952086989968
khozyain,18,-12.161804906430023
vissi,13,-12.48722730686465
scrip,8,-12.972735122646352
bede,8,-12.972735122646352
schmitz,7,-13.106266515270875
jennings,14,-12.41311933471093
chequer,26,-11.794080126304705
ridgefield,6,-13.260417195098132
drishtipat,15,-12.344126463223978
sylheti,8,-12.972735122646352
ahad,7,-13.106266515270875
awami,9,-12.854952086989968
tn,15,-12.344126463223978
rendezvous,7,-13.106266515270875
edify,6,-13.260417195098132
fulbright,6,-13.260417195098132
antibiotic,11,-12.654281391527817
tracklisting,18,-12.161804906430023
thnks,6,-13.260417195098132
achive,7,-13.106266515270875
beekeeping,6,-13.260417195098132
dzier,8,-12.972735122646352
breslau,9,-12.854952086989968
sta,8,-12.972735122646352
ona,6,-13.260417195098132
mithras,8,-12.972735122646352
inhale,8,-12.972735122646352
g4techtv,6,-13.260417195098132
mirza,24,-11.874122833978241
ghulam,11,-12.654281391527817
leos,7,-13.106266515270875
keel,9,-12.854952086989968
tether,39,-11.38861501819654
shrewsbury,6,-13.260417195098132
bethlehem,18,-12.161804906430023
fef8e2,7,-13.106266515270875
muncie,6,-13.260417195098132
orsini,6,-13.260417195098132
burhanuddin,11,-12.654281391527817
shaykh,7,-13.106266515270875
barre,8,-12.972735122646352
theravada,8,-12.972735122646352
tcs,7,-13.106266515270875
chivas,7,-13.106266515270875
duet,10,-12.749591571332141
krista,9,-12.854952086989968
payne,17,-12.218963320269971
volcanic,8,-12.972735122646352
meager,9,-12.854952086989968
aslam,6,-13.260417195098132
stravinsky,6,-13.260417195098132
marton,8,-12.972735122646352
alaskan,7,-13.106266515270875
medalist,13,-12.48722730686465
chilcotin,9,-12.854952086989968
boia,7,-13.106266515270875
unfamiliarity,9,-12.854952086989968
phg,14,-12.41311933471093
oversimplify,11,-12.654281391527817
spry,8,-12.972735122646352
nimitz,7,-13.106266515270875
solitaire,6,-13.260417195098132
worcester,13,-12.48722730686465
masthead,6,-13.260417195098132
faultless,6,-13.260417195098132
beter,12,-12.567270014538186
trinitarian,12,-12.567270014538186
inexplicable,14,-12.41311933471093
mountainous,14,-12.41311933471093
nuu,7,-13.106266515270875
chah,9,-12.854952086989968
nulth,6,-13.260417195098132
interlink,9,-12.854952086989968
donaldson,6,-13.260417195098132
valuation,9,-12.854952086989968
minsk,14,-12.41311933471093
fios,11,-12.654281391527817
markham,19,-12.107737685159748
patey,13,-12.48722730686465
physicq,6,-13.260417195098132
silvestris,11,-12.654281391527817
atha,6,-13.260417195098132
eliphas,10,-12.749591571332141
gematria,13,-12.48722730686465
hinge,16,-12.279587942086406
keenan,14,-12.41311933471093
refference,8,-12.972735122646352
useage,8,-12.972735122646352
ub,16,-12.279587942086406
dschinghis,8,-12.972735122646352
yoshiki,8,-12.972735122646352
wentz,18,-12.161804906430023
willard,7,-13.106266515270875
deutschen,6,-13.260417195098132
ej,19,-12.107737685159748
zintl,10,-12.749591571332141
corr,8,-12.972735122646352
sheboygan,6,-13.260417195098132
latimer,11,-12.654281391527817
pixar,11,-12.654281391527817
scalable,7,-13.106266515270875
empiric,11,-12.654281391527817
percept,8,-12.972735122646352
agreeableness,7,-13.106266515270875
mccrae,8,-12.972735122646352
soman,6,-13.260417195098132
ndf,6,-13.260417195098132
bette,6,-13.260417195098132
ekajati,7,-13.106266515270875
ley,8,-12.972735122646352
gracefully,10,-12.749591571332141
reyes,8,-12.972735122646352
eelam,6,-13.260417195098132
expatriate,10,-12.749591571332141
shastri,7,-13.106266515270875
boulton,7,-13.106266515270875
clinician,10,-12.749591571332141
techcrunch,8,-12.972735122646352
zdnet,8,-12.972735122646352
randroide,7,-13.106266515270875
truncation,7,-13.106266515270875
pais,9,-12.854952086989968
sogenal,8,-12.972735122646352
saturns,7,-13.106266515270875
nestorian,10,-12.749591571332141
hakkari,7,-13.106266515270875
babylonians,10,-12.749591571332141
walkthrough,8,-12.972735122646352
hegel,9,-12.854952086989968
cushing,6,-13.260417195098132
theodor,6,-13.260417195098132
georgias,12,-12.567270014538186
kennith,6,-13.260417195098132
hagin,17,-12.218963320269971
pentecostal,9,-12.854952086989968
eccentricity,10,-12.749591571332141
angular,22,-11.961134210967872
axial,7,-13.106266515270875
thessalonians,8,-12.972735122646352
fisa,9,-12.854952086989968
constitutionality,10,-12.749591571332141
galleria,7,-13.106266515270875
cannister,8,-12.972735122646352
cx,6,-13.260417195098132
sialkot,7,-13.106266515270875
keenly,6,-13.260417195098132
superintendent,8,-12.972735122646352
leprosy,10,-12.749591571332141
bazaar,6,-13.260417195098132
expenditure,18,-12.161804906430023
islamabad,8,-12.972735122646352
sandbag,6,-13.260417195098132
rayleigh,10,-12.749591571332141
verbosity,12,-12.567270014538186
sindh,14,-12.41311933471093
hovercontrol,10,-12.749591571332141
wiked,10,-12.749591571332141
3lw,10,-12.749591571332141
esposito,8,-12.972735122646352
eid,7,-13.106266515270875
florian,6,-13.260417195098132
pmanderson,7,-13.106266515270875
shoop,6,-13.260417195098132
erebus,6,-13.260417195098132
gloom,6,-13.260417195098132
fars,12,-12.567270014538186
polis,7,-13.106266515270875
peterburg,6,-13.260417195098132
yec,9,-12.854952086989968
lon,8,-12.972735122646352
benton,15,-12.344126463223978
azmi,8,-12.972735122646352
guernsey,7,-13.106266515270875
voabot,8,-12.972735122646352
mufka,10,-12.749591571332141
withdrawl,6,-13.260417195098132
radially,8,-12.972735122646352
tke,7,-13.106266515270875
roberto,15,-12.344126463223978
abel,14,-12.41311933471093
arbuthnot,20,-12.056444390772196
turkmen,9,-12.854952086989968
mcdowell,15,-12.344126463223978
conner,7,-13.106266515270875
bilateral,9,-12.854952086989968
laertes,6,-13.260417195098132
artur,7,-13.106266515270875
konstantin,9,-12.854952086989968
xbox360,6,-13.260417195098132
sothis,7,-13.106266515270875
topalov,9,-12.854952086989968
sprevjane,7,-13.106266515270875
havolane,6,-13.260417195098132
unsolved,20,-12.056444390772196
jacque,8,-12.972735122646352
remarriage,9,-12.854952086989968
assuredly,6,-13.260417195098132
dusty,15,-12.344126463223978
kdka,12,-12.567270014538186
misaki,7,-13.106266515270875
heritability,7,-13.106266515270875
wayback,15,-12.344126463223978
adaptability,6,-13.260417195098132
zune,8,-12.972735122646352
fv,7,-13.106266515270875
thames,14,-12.41311933471093
checkbox,6,-13.260417195098132
geschichte,8,-12.972735122646352
haze,21,-12.007654226602764
puru,6,-13.260417195098132
sardarapat,6,-13.260417195098132
brest,6,-13.260417195098132
messrs,8,-12.972735122646352
wellss,12,-12.567270014538186
amplifier,7,-13.106266515270875
gpa,7,-13.106266515270875
headstone,6,-13.260417195098132
tester,8,-12.972735122646352
muir,8,-12.972735122646352
erica,9,-12.854952086989968
berkowitz,7,-13.106266515270875
brookes,6,-13.260417195098132
otrs,105,-10.398216314168664
superimpose,8,-12.972735122646352
eulers,10,-12.749591571332141
castalian,7,-13.106266515270875
helmand,6,-13.260417195098132
reese,11,-12.654281391527817
novinite,8,-12.972735122646352
mobilize,13,-12.48722730686465
megrahi,7,-13.106266515270875
newsid,9,-12.854952086989968
worcestershire,6,-13.260417195098132
melkonian,7,-13.106266515270875
goodman,13,-12.48722730686465
glycol,13,-12.48722730686465
linearity,6,-13.260417195098132
sarasvati,7,-13.106266515270875
yamuna,13,-12.48722730686465
flub,7,-13.106266515270875
madeline,7,-13.106266515270875
sauna,10,-12.749591571332141
impeccable,12,-12.567270014538186
garlic,8,-12.972735122646352
bloomington,6,-13.260417195098132
behring,6,-13.260417195098132
taskforce,20,-12.056444390772196
moravian,7,-13.106266515270875
ra1,10,-12.749591571332141
blitzer,23,-11.916682448397038
friedmans,8,-12.972735122646352
blitzers,16,-12.279587942086406
nast,7,-13.106266515270875
segal,9,-12.854952086989968
decompression,11,-12.654281391527817
azarbaijan,8,-12.972735122646352
accessdate,38,-11.414590504599802
discourteous,6,-13.260417195098132
spiritist,8,-12.972735122646352
rede,8,-12.972735122646352
globo,7,-13.106266515270875
calligraphy,10,-12.749591571332141
bookkeeping,6,-13.260417195098132
monterrey,9,-12.854952086989968
policymaker,6,-13.260417195098132
floodgate,6,-13.260417195098132
wikispecies,10,-12.749591571332141
pallava,7,-13.106266515270875
pallavas,8,-12.972735122646352
gotra,7,-13.106266515270875
fief,6,-13.260417195098132
athaenara,6,-13.260417195098132
longcat,6,-13.260417195098132
slough,10,-12.749591571332141
ncr,6,-13.260417195098132
tolerable,8,-12.972735122646352
tamilnadu,8,-12.972735122646352
depts,6,-13.260417195098132
nss,6,-13.260417195098132
blogged,6,-13.260417195098132
baroness,12,-12.567270014538186
exhaustion,8,-12.972735122646352
wicket,11,-12.654281391527817
gravestone,16,-12.279587942086406
heterodox,6,-13.260417195098132
limbaughs,8,-12.972735122646352
nonpartisan,12,-12.567270014538186
kammas,6,-13.260417195098132
ardabil,8,-12.972735122646352
esmail,7,-13.106266515270875
touchstone,6,-13.260417195098132
voiceover,7,-13.106266515270875
dardian,7,-13.106266515270875
swamigal,30,-11.650979282664032
char,15,-12.344126463223978
alibi,10,-12.749591571332141
etymologically,10,-12.749591571332141
diabetic,8,-12.972735122646352
lear,8,-12.972735122646352
hafiz,8,-12.972735122646352
sender,14,-12.41311933471093
cecil,15,-12.344126463223978
mckee,16,-12.279587942086406
dauphin,10,-12.749591571332141
sortable,39,-11.38861501819654
expr,7,-13.106266515270875
tuber,7,-13.106266515270875
portmanteau,16,-12.279587942086406
vids,7,-13.106266515270875
aphelion,9,-12.854952086989968
perihelion,8,-12.972735122646352
tequila,9,-12.854952086989968
usrd,19,-12.107737685159748
subproject,9,-12.854952086989968
substd,6,-13.260417195098132
laurences,6,-13.260417195098132
cfb,12,-12.567270014538186
borden,25,-11.833300839457987
judaica,6,-13.260417195098132
worldcat,14,-12.41311933471093
valmiki,29,-11.684880834339713
bosniakophobia,7,-13.106266515270875
bjcp,7,-13.106266515270875
governorate,12,-12.567270014538186
gronowski,10,-12.749591571332141
rann,8,-12.972735122646352
parapsychology,29,-11.684880834339713
plugin,10,-12.749591571332141
hrc,7,-13.106266515270875
ssm,6,-13.260417195098132
meanspeed,6,-13.260417195098132
hungarys,10,-12.749591571332141
defenetly,7,-13.106266515270875
lanicoya,6,-13.260417195098132
paralegal,6,-13.260417195098132
hbk,8,-12.972735122646352
santilli,13,-12.48722730686465
nicaraguan,15,-12.344126463223978
guatemalan,10,-12.749591571332141
snk,7,-13.106266515270875
tweed,10,-12.749591571332141
sarab,7,-13.106266515270875
saber,8,-12.972735122646352
wti,7,-13.106266515270875
hst,9,-12.854952086989968
taunton,6,-13.260417195098132
abbot,7,-13.106266515270875
30m,6,-13.260417195098132
5m,9,-12.854952086989968
tapper,7,-13.106266515270875
shabby,7,-13.106266515270875
overarch,9,-12.854952086989968
carrick,6,-13.260417195098132
behemoth,7,-13.106266515270875
thoughtlessly,6,-13.260417195098132
ffffd5,7,-13.106266515270875
patricks,14,-12.41311933471093
irresponsibility,6,-13.260417195098132
shopkeeper,20,-12.056444390772196
repo,8,-12.972735122646352
liquidity,8,-12.972735122646352
steadily,12,-12.567270014538186
chandigarh,9,-12.854952086989968
eton,14,-12.41311933471093
nicoles,11,-12.654281391527817
dv,6,-13.260417195098132
clairsentience,40,-11.36329721021225
matereal,14,-12.41311933471093
religios,7,-13.106266515270875
socialogical,7,-13.106266515270875
clairsentient,6,-13.260417195098132
sheldrake,16,-12.279587942086406
dervish,9,-12.854952086989968
sodom,9,-12.854952086989968
gestation,8,-12.972735122646352
cello,24,-11.874122833978241
sonata,25,-11.833300839457987
visionary,6,-13.260417195098132
wavy,6,-13.260417195098132
eureka,8,-12.972735122646352
nazif,6,-13.260417195098132
scientologys,9,-12.854952086989968
ots,36,-11.468657725870077
xvii,8,-12.972735122646352
vahakn,16,-12.279587942086406
jm,8,-12.972735122646352
demerit,7,-13.106266515270875
4wd,7,-13.106266515270875
roadster,7,-13.106266515270875
memri,10,-12.749591571332141
whitaker,12,-12.567270014538186
walpole,8,-12.972735122646352
seyfried,8,-12.972735122646352
fulton,17,-12.218963320269971
westward,6,-13.260417195098132
herzog,9,-12.854952086989968
preu,7,-13.106266515270875
altenburg,6,-13.260417195098132
tymoshenko,6,-13.260417195098132
mitochondrion,7,-13.106266515270875
knallgas,6,-13.260417195098132
oxyhydrogen,8,-12.972735122646352
suresh,10,-12.749591571332141
siddha,12,-12.567270014538186
30pm,8,-12.972735122646352
suki,13,-12.48722730686465
underprivileged,6,-13.260417195098132
klitschko,9,-12.854952086989968
deco,6,-13.260417195098132
diaphragm,6,-13.260417195098132
dellums,10,-12.749591571332141
judaea,7,-13.106266515270875
intermittent,10,-12.749591571332141
uav,7,-13.106266515270875
adf,8,-12.972735122646352
abul,10,-12.749591571332141
additive,6,-13.260417195098132
carbine,9,-12.854952086989968
m4,9,-12.854952086989968
34s,6,-13.260417195098132
clef,7,-13.106266515270875
afshin,11,-12.654281391527817
raleigh,13,-12.48722730686465
calvary,7,-13.106266515270875
antiochus,21,-12.007654226602764
saudis,6,-13.260417195098132
explaning,7,-13.106266515270875
instructive,7,-13.106266515270875
netherton,7,-13.106266515270875
pontificalis,6,-13.260417195098132
calvert,10,-12.749591571332141
engel,11,-12.654281391527817
tauris,9,-12.854952086989968
macmillan,25,-11.833300839457987
cuman,10,-12.749591571332141
pavlicevic,9,-12.854952086989968
mateo,10,-12.749591571332141
glagolitic,8,-12.972735122646352
moravia,9,-12.854952086989968
osx,10,-12.749591571332141
wikiseek,8,-12.972735122646352
shelbyyoung,10,-12.749591571332141
ispy1981,6,-13.260417195098132
mandi,6,-13.260417195098132
germanus,8,-12.972735122646352
300er,6,-13.260417195098132
inlet,12,-12.567270014538186
lebensraum,6,-13.260417195098132
kurabu,7,-13.106266515270875
woc,11,-12.654281391527817
defenition,6,-13.260417195098132
hcard,6,-13.260417195098132
reusable,8,-12.972735122646352
madurai,10,-12.749591571332141
nayaks,7,-13.106266515270875
dragonlance,12,-12.567270014538186
globalize,6,-13.260417195098132
porsches,6,-13.260417195098132
himachal,6,-13.260417195098132
elonkas,16,-12.279587942086406
budva,7,-13.106266515270875
sveti,9,-12.854952086989968
yate,14,-12.41311933471093
gurley,6,-13.260417195098132
jackman,7,-13.106266515270875
kekeke,11,-12.654281391527817
tritone,6,-13.260417195098132
industrialist,8,-12.972735122646352
glider,9,-12.854952086989968
lifecycle,8,-12.972735122646352
bicol,9,-12.854952086989968
